source,target,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources,category_intercell_source,parent_intercell_source,database_intercell_source,scope_intercell_source,aspect_intercell_source,category_source_intercell_source,uniprot_intercell_source,genesymbol_intercell_source,entity_type_intercell_source,consensus_score_intercell_source,transmitter_intercell_source,receiver_intercell_source,secreted_intercell_source,plasma_membrane_transmembrane_intercell_source,plasma_membrane_peripheral_intercell_source,category_intercell_target,parent_intercell_target,database_intercell_target,scope_intercell_target,aspect_intercell_target,category_source_intercell_target,uniprot_intercell_target,genesymbol_intercell_target,entity_type_intercell_target,consensus_score_intercell_target,transmitter_intercell_target,receiver_intercell_target,secreted_intercell_target,plasma_membrane_transmembrane_intercell_target,plasma_membrane_peripheral_intercell_target
P01282,P32241,True,False,True,True,False,92,Baccin2019:10570056;Baccin2019:10801840;Baccin2019:11027527;Baccin2019:11931347;Baccin2019:15247290;Baccin2019:16930633;Baccin2019:8074647;Baccin2019:807467;Baccin2019:8390245;Baccin2019:8791009;Baccin2019:9152366;Baccin2019:9437714;Baccin2019:9454823;Baccin2019:9726637;Baccin2019:9928018;CellChatDB:10655512;CellTalkDB:11027527;Cellinker:10570056;Cellinker:10655511;Cellinker:10801840;Cellinker:11027527;Cellinker:11931347;Cellinker:12488235;Cellinker:15247290;Cellinker:16930633;Cellinker:8074647;Cellinker:8390245;Cellinker:8791009;Cellinker:9152366;Cellinker:9437714;Cellinker:9454823;Cellinker:9726637;Cellinker:9928018;Guide2Pharma:10570056;Guide2Pharma:10801840;Guide2Pharma:11931347;Guide2Pharma:16930633;Guide2Pharma:8074647;Guide2Pharma:8390245;Guide2Pharma:8791009;Guide2Pharma:9152366;Guide2Pharma:9437714;Guide2Pharma:9454823;Guide2Pharma:9726637;Guide2Pharma:9928018;HPMR:11027527;HPRD:11027527;HPRD:15247290;HPRD:807467;LRdb:10570056;LRdb:10801840;LRdb:11027527;LRdb:11931347;LRdb:15247290;LRdb:16930633;LRdb:8074647;LRdb:807467;LRdb:8390245;LRdb:8791009;LRdb:9152366;LRdb:9437714;LRdb:9454823;LRdb:9726637;LRdb:9928018;SIGNOR:11897681;connectomeDB2020:10570056;connectomeDB2020:10801840;connectomeDB2020:11027527;connectomeDB2020:11931347;connectomeDB2020:15247290;connectomeDB2020:16930633;connectomeDB2020:8074647;connectomeDB2020:807467;connectomeDB2020:8390245;connectomeDB2020:8791009;connectomeDB2020:9152366;connectomeDB2020:9437714;connectomeDB2020:9454823;connectomeDB2020:9726637;connectomeDB2020:9928018;scConnect:10570056;scConnect:10801840;scConnect:11931347;scConnect:16930633;scConnect:8074647;scConnect:8390245;scConnect:8791009;scConnect:9152366;scConnect:9437714;scConnect:9454823;scConnect:9726637;scConnect:9928018,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10570056;10655511;10655512;10801840;11027527;11897681;11931347;12488235;15247290;16930633;8074647;807467;8390245;8791009;9152366;9437714;9454823;9726637;9928018,19,30,17,ligand,ligand,,generic,functional,resource_specific,P01282,VIP,protein,16,True,False,True,False,False,receptor,receptor,talklr;scConnect;connectomeDB2020;CellCall;iTALK;Almen2009;CellPhoneDB;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;OmniPath,generic,functional,resource_specific,P32241,VIPR1,protein,17,False,True,False,True,False
P12272,P32241,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P12272,PTHLH,protein,16,True,False,True,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,P32241,VIPR1,protein,17,False,True,False,True,False
Q96A98,P32241,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q96A98,PTH2,protein,12,True,False,True,False,False,receptor,receptor,scConnect;OmniPath,generic,functional,resource_specific,P32241,VIPR1,protein,17,False,True,False,True,False
P04090,P32241,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P04090,RLN2,protein,12,True,False,True,False,False,receptor,receptor,scConnect;OmniPath,generic,functional,resource_specific,P32241,VIPR1,protein,17,False,True,False,True,False
Q8WXF3,P32241,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q8WXF3,RLN3,protein,15,True,False,True,False,False,receptor,receptor,Ramilowski_location;OmniPath,generic,functional,resource_specific,P32241,VIPR1,protein,17,False,True,False,True,False
P51460,P32241,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P51460,INSL3,protein,16,True,False,True,False,False,receptor,receptor,OmniPath,generic,functional,resource_specific,P32241,VIPR1,protein,17,False,True,False,True,False
P09683,P32241,False,False,False,False,False,5,Baccin2019:12133828;CellTalkDB:12133828;HPRD:12133828;LRdb:12133828;connectomeDB2020:12133828,Baccin2019;CellPhoneDB;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;connectomeDB2020;iTALK;talklr,post_translational,12133828,1,16,9,ligand,ligand,,generic,functional,resource_specific,P09683,SCT,protein,14,True,False,True,False,False,receptor,receptor,HGNC;OmniPath,generic,functional,resource_specific,P32241,VIPR1,protein,17,False,True,False,True,False
P01222,P32241,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P01222,TSHB,protein,15,True,False,True,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,P32241,VIPR1,protein,17,False,True,False,True,False
P01270,P32241,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P01270,PTH,protein,12,True,False,True,False,False,receptor,receptor,scConnect;Almen2009;CellCellInteractions;HGNC;CellTalkDB;Surfaceome;LRdb;OmniPath,generic,functional,resource_specific,P32241,VIPR1,protein,17,False,True,False,True,False
P06241,P25445,False,False,False,False,False,1,HPRD:8626376,HPRD;PhosphoPoint,post_translational,8626376,1,2,2,ligand,ligand,OmniPath,generic,functional,resource_specific,P06241,FYN,protein,2,True,False,False,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,P25445,FAS,protein,20,False,True,True,True,False
P04637,P25445,True,False,True,True,False,1,SPIKE:9841917,SPIKE;Wang,post_translational,9841917,1,2,2,ligand,ligand,OmniPath,generic,functional,resource_specific,P04637,TP53,protein,1,True,False,False,False,False,receptor,receptor,connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HPMR;CellChatDB;CellTalkDB;Ramilowski2015;Baccin2019;OmniPath,generic,functional,resource_specific,P25445,FAS,protein,20,False,True,True,True,False
P01579,P25445,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,Cellinker;HGNC;OmniPath,generic,functional,resource_specific,P01579,IFNG,protein,17,True,False,True,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,P25445,FAS,protein,20,False,True,True,True,False
P01375,P25445,False,False,False,False,False,1,CellTalkDB:32103204,CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB;Kirouac2010,post_translational,32103204,1,4,3,ligand,ligand,,generic,functional,resource_specific,P01375,TNF,protein,19,True,False,True,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,P25445,FAS,protein,20,False,True,True,True,False
P48023,P25445,True,False,True,True,False,36,Baccin2019:9126929;Baccin2019:9228058;BioGRID:9126929;BioGRID:9228058;CA1:1375228;CA1:1713127;CA1:7505205;CellTalkDB:9126929;Cellinker:9126929;Cellinker:9228058;HPMR:9126929;HPRD:9126929;HPRD:9228058;ICELLNET:11239407;IntAct:21803845;IntAct:25241761;LRdb:9126929;LRdb:9228058;Lit-BM-17:12753742;Lit-BM-17:12887920;Lit-BM-17:15659383;Lit-BM-17:21803845;Lit-BM-17:25241761;Lit-BM-17:9126929;Lit-BM-17:9228058;Macrophage:15725726;Macrophage:8521815;Macrophage:9039262;Macrophage:9126929;Macrophage:9228058;SIGNOR:14965271;SIGNOR:9228058;SPIKE:9126929;SPIKE:9228058;connectomeDB2020:9126929;connectomeDB2020:9228058,Baccin2019;BioGRID;CA1;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;KEGG-MEDICUS;Kirouac2010;LRdb;Lit-BM-17;Macrophage;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,11239407;12753742;12887920;1375228;14965271;15659383;15725726;1713127;21803845;25241761;7505205;8521815;9039262;9126929;9228058,15,40,26,ligand,ligand,,generic,functional,resource_specific,P48023,FASLG,protein,16,True,False,True,False,False,receptor,receptor,GO_Intercell;OmniPath,generic,functional,resource_specific,P25445,FAS,protein,20,False,True,True,True,False
P01574,P25445,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01574,IFNB1,protein,16,True,False,True,False,False,receptor,receptor,Cellinker;connectomeDB2020;CellCall;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Baccin2019;OmniPath,generic,functional,resource_specific,P25445,FAS,protein,20,False,True,True,True,False
O75888,P25445,False,False,False,False,False,6,Baccin2019:10706119;CellTalkDB:10706119;Cellinker:10706119;HPRD:10706119;LRdb:10706119;connectomeDB2020:10706119,Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,post_translational,10706119,1,17,11,ligand,ligand,,generic,functional,resource_specific,O75888,TNFSF13,protein,17,True,False,True,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,P25445,FAS,protein,20,False,True,True,True,False
Q15848,P25445,False,True,True,False,True,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q15848,ADIPOQ,protein,16,True,False,True,False,False,receptor,receptor,Cellinker;CellCellInteractions;OmniPath,generic,functional,resource_specific,P25445,FAS,protein,20,False,True,True,True,False
P04271,P25445,False,True,True,False,True,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P04271,S100B,protein,2,True,False,True,False,False,receptor,receptor,Cellinker;connectomeDB2020;OmniPath,generic,functional,resource_specific,P25445,FAS,protein,20,False,True,True,True,False
P06241,P00519,True,False,True,True,False,8,Adhesome:17474147;DOMINO:17474147;KEA:12522270;KEA:16912036;KEA:17570479;ProtMapper:11847100;ProtMapper:16076903;ProtMapper:16787943,Adhesome;DOMINO;HPRD_MIMP;KEA;Kinexus_KEA;MIMP;NCI-PID_ProtMapper;NetworKIN_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;Wang;phosphoELM_MIMP,post_translational,11847100;12522270;16076903;16787943;16912036;17474147;17570479,7,14,6,ligand,ligand,OmniPath,generic,functional,resource_specific,P06241,FYN,protein,2,True,False,False,False,False,receptor,receptor,talklr;Cellinker;scConnect;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P00519,ABL1,protein,1,False,True,False,False,False
P15941,P00519,False,False,False,False,False,4,DOMINO:16888623;HPRD:16888623;IntAct:16888623;ProtMapper:19556858,DOMINO;HPRD;IntAct;ProtMapper;REACH_ProtMapper,post_translational,16888623;19556858,2,5,4,ligand,ligand,talklr;Cellinker;scConnect;connectomeDB2020;Matrisome;CellCall;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P15941,MUC1,protein,1,True,False,True,True,False,receptor,receptor,OmniPath,generic,functional,resource_specific,P00519,ABL1,protein,1,False,True,False,False,False
P29350,P00519,True,False,False,False,False,9,Adhesome:8692915;HPRD:10488096;HPRD:10574931;HPRD:12468540;HPRD:7512963;HPRD:8114715;HPRD:8692915;SIGNOR:12468540;SIGNOR:8692915,Adhesome;HPRD;SIGNOR,post_translational,10488096;10574931;12468540;7512963;8114715;8692915,6,3,3,ligand,ligand,talklr;connectomeDB2020;iTALK;CellTalkDB;Ramilowski2015;LRdb;OmniPath,generic,functional,resource_specific,P29350,PTPN6,protein,2,True,False,True,False,False,receptor,receptor,MCAM;OmniPath,generic,functional,resource_specific,P00519,ABL1,protein,1,False,True,False,False,False
P01562,P00519,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01562,IFNA1,protein,15,True,False,True,False,False,receptor,receptor,OmniPath,generic,functional,resource_specific,P00519,ABL1,protein,1,False,True,False,False,False
P78509,P00519,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P78509,RELN,protein,8,True,False,True,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,P00519,ABL1,protein,1,False,True,False,False,False
P06241,P12931,False,False,False,False,False,4,Adhesome:16966330;Adhesome:19711372;Adhesome:9169421;KEA:17570479,Adhesome;KEA;NetworKIN_KEA;Wang,post_translational,16966330;17570479;19711372;9169421,4,4,3,ligand,ligand,OmniPath,generic,functional,resource_specific,P06241,FYN,protein,2,True,False,False,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
P10721,P12931,False,False,False,False,False,4,CancerCellMap:10523831;CancerCellMap:12878163;HPRD:12878163;NetPath:7520444,CancerCellMap;HPRD;NetPath;PhosphoPoint;Wang,post_translational,10523831;12878163;7520444,3,5,5,ligand,ligand,Cellinker;Zhong2015;OmniPath,generic,functional,resource_specific,P10721,KIT,protein,1,True,False,False,True,False,receptor,receptor,Adhesome;OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
Q9Y490,P12931,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,Cellinker;OmniPath,generic,functional,resource_specific,Q9Y490,TLN1,protein,1,True,False,False,False,False,receptor,receptor,OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
P01133,P12931,True,False,True,True,False,5,ProtMapper:15845350;ProtMapper:19481075;ProtMapper:22927910;ProtMapper:23349873;ProtMapper:27462789,ProtMapper;Sparser_ProtMapper;Wang,post_translational,15845350;19481075;22927910;23349873;27462789,5,3,2,ligand,ligand,MatrixDB;OmniPath,generic,functional,resource_specific,P01133,EGF,protein,19,True,False,True,True,False,receptor,receptor,HGNC;OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
Q06124,P12931,True,True,True,True,True,11,Adhesome:14687660;Adhesome:20308328;DEPOD:18482983;HPRD:14687660;KEA:10698938;ProtMapper:17974954;ProtMapper:18482983;ProtMapper:18757826;ProtMapper:24632723;SIGNOR:17974954;SIGNOR:18482983,Adhesome;DEPOD;HPRD;KEA;KEGG-MEDICUS;Kinexus_KEA;Li2012;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,post_translational,10698938;14687660;17974954;18482983;18757826;20308328;24632723,7,13,9,ligand,ligand,talklr;Cellinker;scConnect;Matrisome;iTALK;CellPhoneDB;GO_Intercell;ICELLNET;CellChatDB;CellTalkDB;Ramilowski2015;Guide2Pharma;LRdb;OmniPath,generic,functional,resource_specific,Q06124,PTPN11,protein,1,True,False,False,False,False,receptor,receptor,OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
P15941,P12931,False,False,False,False,False,6,BioGRID:21798038;HPRD:11152665;HPRD:11483589;IntAct:11152665;IntAct:11483589;IntAct:21798038,BioGRID;HPRD;IntAct;Li2012,post_translational,11152665;11483589;21798038,3,4,4,ligand,ligand,talklr;Cellinker;scConnect;connectomeDB2020;Matrisome;CellCall;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P15941,MUC1,protein,1,True,False,True,True,False,receptor,receptor,OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
P29350,P12931,True,True,False,False,False,14,Adhesome:9261115;BioGRID:14699166;DEPOD:9261115;HPRD-phos:12468645;HPRD-phos:8647855;HPRD-phos:9261115;HPRD:12468645;HPRD:8647855;HPRD:9261115;InnateDB:9261115;ProtMapper:17974954;ProtMapper:9261115;SIGNOR:17974954;SIGNOR:9261115,Adhesome;BioGRID;DEPOD;HPRD;HPRD-phos;InnateDB;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang,post_translational,12468645;14699166;17974954;8647855;9261115,5,10,9,ligand,ligand,talklr;Cellinker;connectomeDB2020;CellCall;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;CellChatDB;CellTalkDB;Ramilowski2015;Kirouac2010;DGIdb;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,P29350,PTPN6,protein,2,True,False,True,False,False,receptor,receptor,talklr;Cellinker;scConnect;connectomeDB2020;CellCall;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;Guide2Pharma;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
P14210,P12931,True,False,True,True,False,1,ProtMapper:23524339,ProtMapper;Sparser_ProtMapper;Wang,post_translational,23524339,1,3,2,ligand,ligand,OmniPath,generic,functional,resource_specific,P14210,HGF,protein,19,True,False,True,False,False,receptor,receptor,HGNC;MCAM;OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
P08887,P12931,True,False,True,True,False,1,HPRD:10462375,HPRD,post_translational,10462375,1,1,1,ligand,ligand,,generic,functional,resource_specific,P08887,IL6R,protein,1,True,False,True,True,False,receptor,receptor,MCAM;OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
P01127,P12931,True,False,True,True,False,2,ProtMapper:12753909;ProtMapper:15845350,ProtMapper;Sparser_ProtMapper;Wang,post_translational,12753909;15845350,2,3,2,ligand,ligand,,generic,functional,resource_specific,P01127,PDGFB,protein,18,True,False,True,False,False,receptor,receptor,HGNC;OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
P29320,P12931,True,False,True,True,False,3,SIGNOR:9632142;SignaLink3:23331499;SignaLink3:9632142,SIGNOR;SignaLink3,post_translational,23331499;9632142,2,2,2,ligand,ligand,,generic,functional,resource_specific,P29320,EPHA3,protein,1,True,False,True,True,False,receptor,receptor,scConnect;OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
Q9GZP0,P12931,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q9GZP0,PDGFD,protein,16,True,False,True,False,False,receptor,receptor,OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
P35968,P12931,True,False,False,False,False,6,BioGRID:18194650;HPRD:10455194;HPRD:16966330;IntAct:12509223;IntAct:18377662;IntAct:18662404,BioGRID;HPRD;IntAct;Li2012;Wang,post_translational,10455194;12509223;16966330;18194650;18377662;18662404,6,5,5,ligand,ligand,,generic,functional,resource_specific,P35968,KDR,protein,1,True,False,True,True,False,receptor,receptor,OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
P35916,P12931,True,False,False,False,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P35916,FLT4,protein,1,True,False,True,True,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,P12931,SRC,protein,1,False,True,False,False,False
